0.0,0.05,0.05,0.35,0.35,0.6,0.6,0.65,0.65,0.7,0.7,0.75,0.75,0.8,0.8,0.85,0.85,0.9,0.9,0.95,0.95,1.0,1.0
0.0,0.0,0.01,0.01,0.02,0.02,0.07,0.07,0.11,0.11,0.12,0.12,0.3,0.3,0.44,0.44,0.67,0.67,0.72,0.72,0.85,0.85,1.0
